timestamp,hostname,event_type,process_name,user,severity,file_hash,parent_process,command_line,label
2025-09-26T17:09:08.710342,DESKTOP-6425,Network Connection,word.exe,user82,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-27T10:00:28.710366,DESKTOP-1274,Service Start/Stop,word.exe,user98,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-28T04:16:01.710373,DESKTOP-1761,Login Event,outlook.exe,user2,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-26T12:50:06.710377,DESKTOP-7421,Registry Change,word.exe,user19,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-27T21:32:52.710381,DESKTOP-8350,Suspicious Activity,chrome.exe,user37,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-27T12:45:47.710384,DESKTOP-4428,File Modification,word.exe,user55,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-29T11:45:07.710388,DESKTOP-8077,File Modification,excel.exe,user27,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-29T17:15:38.710391,DESKTOP-3258,Network Connection,word.exe,user64,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-28T00:17:59.710395,DESKTOP-5332,Process Creation,cmd.exe,user16,High,45e0edaca8702e6e90d1d98cf3647d5f,cmd.exe,"""cmd.exe"" --flag value",Malicious
2025-09-27T16:26:59.710399,DESKTOP-5159,Network Connection,suspicious_process.exe,user21,Medium,8c243ef4943847bc4d35a4dc24559ec1,cmd.exe,"""suspicious_process.exe"" --flag value",Malicious
2025-09-27T06:56:00.710402,DESKTOP-6708,Network Connection,word.exe,user21,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-25T17:01:52.710405,DESKTOP-7830,Service Start/Stop,word.exe,user31,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-27T08:20:31.710409,DESKTOP-1565,File Modification,word.exe,user8,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-30T12:26:12.710412,DESKTOP-1119,Network Connection,outlook.exe,user50,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-26T14:59:47.710415,DESKTOP-4826,Suspicious Activity,firefox.exe,user47,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-24T05:02:23.710418,DESKTOP-6800,Malware Detection,notepad.exe,user28,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-29T19:47:08.710421,DESKTOP-4530,File Modification,notepad.exe,user40,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-27T11:03:52.710424,DESKTOP-9827,Service Start/Stop,firefox.exe,user81,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-28T13:29:19.710427,DESKTOP-1506,Network Connection,suspicious_process.exe,user39,Medium,8c243ef4943847bc4d35a4dc24559ec1,cmd.exe,"""suspicious_process.exe"" --flag value",Malicious
2025-09-27T02:49:38.710431,DESKTOP-3273,Registry Change,firefox.exe,user100,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-29T08:18:26.710434,DESKTOP-6094,Process Creation,chrome.exe,user29,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-24T08:59:26.710437,DESKTOP-7246,Malware Detection,word.exe,user73,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-24T15:07:06.710440,DESKTOP-8012,Login Event,excel.exe,user64,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-24T23:11:06.710443,DESKTOP-9062,Service Start/Stop,outlook.exe,user76,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-26T02:49:18.710446,DESKTOP-1226,Network Connection,chrome.exe,user49,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-25T12:15:36.710449,DESKTOP-6890,Process Creation,firefox.exe,user20,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-26T01:39:51.710452,DESKTOP-8666,Login Event,chrome.exe,user26,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-27T23:43:50.710455,DESKTOP-9612,Malware Detection,word.exe,user28,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-25T17:23:50.710458,DESKTOP-8370,Malware Detection,excel.exe,user14,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-28T06:02:54.710461,DESKTOP-4162,Suspicious Activity,word.exe,user5,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-26T22:16:21.710464,DESKTOP-9422,Suspicious Activity,word.exe,user17,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-27T07:16:01.710468,DESKTOP-7566,Registry Change,outlook.exe,user47,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-24T08:43:40.710471,DESKTOP-3138,Service Start/Stop,chrome.exe,user4,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-28T21:20:14.710474,DESKTOP-3338,File Modification,excel.exe,user48,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-26T12:33:51.710477,DESKTOP-2867,Login Event,outlook.exe,user58,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-27T02:09:51.710480,DESKTOP-4249,Registry Change,word.exe,user39,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-25T14:04:20.710483,DESKTOP-6631,Suspicious Activity,chrome.exe,user63,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-29T20:17:30.710486,DESKTOP-8142,Network Connection,word.exe,user81,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-28T09:21:43.710489,DESKTOP-8601,Suspicious Activity,outlook.exe,user75,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-25T13:36:32.710492,DESKTOP-1755,Malware Detection,excel.exe,user100,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-25T12:46:15.710495,DESKTOP-2778,Login Event,outlook.exe,user25,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-29T02:11:48.710499,DESKTOP-8166,Service Start/Stop,chrome.exe,user53,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-28T23:42:13.710502,DESKTOP-4779,Login Event,outlook.exe,user7,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-30T04:13:45.710505,DESKTOP-5510,Registry Change,word.exe,user54,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-26T08:52:21.710509,DESKTOP-7073,Process Creation,notepad.exe,user42,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-25T10:12:04.710512,DESKTOP-4945,Registry Change,notepad.exe,user57,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-27T15:25:51.710515,DESKTOP-1329,Suspicious Activity,word.exe,user65,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-24T03:57:49.710518,DESKTOP-4014,Suspicious Activity,chrome.exe,user34,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-28T12:44:07.710521,DESKTOP-4115,Network Connection,firefox.exe,user37,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-29T17:37:42.710524,DESKTOP-2141,File Modification,notepad.exe,user68,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-26T15:29:42.710527,DESKTOP-8909,File Modification,notepad.exe,user21,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-25T19:33:47.710530,DESKTOP-8846,Malware Detection,excel.exe,user49,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-28T12:16:25.710533,DESKTOP-2137,Suspicious Activity,excel.exe,user46,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-24T19:59:36.710536,DESKTOP-3464,Network Connection,notepad.exe,user75,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-29T11:20:54.710539,DESKTOP-9239,Login Event,firefox.exe,user31,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-27T19:56:21.710542,DESKTOP-7622,Login Event,outlook.exe,user30,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-28T01:00:10.710546,DESKTOP-5243,Login Event,firefox.exe,user44,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-28T19:46:51.710549,DESKTOP-8689,Registry Change,chrome.exe,user25,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-25T00:53:09.710552,DESKTOP-1270,Process Creation,firefox.exe,user78,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-24T07:50:45.710555,DESKTOP-1778,File Modification,outlook.exe,user49,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-24T08:15:25.710558,DESKTOP-1914,Process Creation,wscript.exe,user46,High,61df375320715163d6ab72bff6cb07dc,cmd.exe,"""wscript.exe"" --flag value",Malicious
2025-09-29T08:03:47.710561,DESKTOP-1330,Service Start/Stop,firefox.exe,user8,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-29T22:23:56.710564,DESKTOP-5415,Registry Change,notepad.exe,user11,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-24T16:46:51.710567,DESKTOP-6898,Login Event,firefox.exe,user98,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-24T09:15:55.710570,DESKTOP-1535,File Modification,notepad.exe,user63,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-29T08:09:29.710574,DESKTOP-9775,Registry Change,word.exe,user48,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-30T18:12:52.710577,DESKTOP-7814,Malware Detection,suspicious_process.exe,user57,Medium,8c243ef4943847bc4d35a4dc24559ec1,cmd.exe,"""suspicious_process.exe"" --flag value",Malicious
2025-09-25T01:32:43.710580,DESKTOP-5794,Process Creation,firefox.exe,user25,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-27T22:13:53.710583,DESKTOP-7754,Login Event,notepad.exe,user93,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-26T15:49:19.710586,DESKTOP-7484,Login Event,word.exe,user76,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-28T21:32:43.710589,DESKTOP-8326,Login Event,firefox.exe,user89,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-26T16:25:16.710592,DESKTOP-7649,Registry Change,notepad.exe,user57,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-28T09:48:57.710594,DESKTOP-8940,Service Start/Stop,firefox.exe,user31,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-27T11:26:33.710597,DESKTOP-6494,Process Creation,excel.exe,user31,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-28T18:09:37.710601,DESKTOP-9269,Service Start/Stop,notepad.exe,user85,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-30T02:59:53.710604,DESKTOP-1049,Service Start/Stop,chrome.exe,user91,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-24T20:14:23.710607,DESKTOP-9048,Process Creation,rundll32.exe,user25,High,13f43b565119f43f7155f96cafa8b05d,cmd.exe,"""rundll32.exe"" --flag value",Malicious
2025-09-26T03:03:15.710611,DESKTOP-2585,Registry Change,outlook.exe,user62,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-26T09:00:09.710614,DESKTOP-6406,Malware Detection,word.exe,user30,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-24T21:43:56.710617,DESKTOP-1810,Malware Detection,excel.exe,user44,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-30T16:03:28.710620,DESKTOP-8039,Login Event,chrome.exe,user61,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-26T06:59:13.710623,DESKTOP-1086,Registry Change,word.exe,user9,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-28T16:00:20.710626,DESKTOP-9581,Suspicious Activity,excel.exe,user52,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-26T21:08:36.710629,DESKTOP-9066,Network Connection,firefox.exe,user49,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-28T22:51:10.710632,DESKTOP-8238,Login Event,chrome.exe,user7,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-25T08:40:30.710635,DESKTOP-8337,File Modification,firefox.exe,user78,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-26T19:04:31.710639,DESKTOP-6447,Malware Detection,chrome.exe,user57,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-28T01:04:25.710642,DESKTOP-3284,Registry Change,chrome.exe,user20,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-30T12:38:39.710645,DESKTOP-3459,Network Connection,outlook.exe,user46,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-28T08:11:50.710648,DESKTOP-1534,Network Connection,firefox.exe,user69,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-29T04:25:52.710651,DESKTOP-6715,Process Creation,chrome.exe,user26,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-24T21:57:56.710654,DESKTOP-4192,Registry Change,word.exe,user86,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-24T14:01:07.710657,DESKTOP-7388,Suspicious Activity,outlook.exe,user70,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-27T11:28:26.710660,DESKTOP-3979,Suspicious Activity,word.exe,user28,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-30T11:32:59.710663,DESKTOP-3242,Suspicious Activity,firefox.exe,user14,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-24T04:18:58.710666,DESKTOP-5708,Login Event,outlook.exe,user53,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-26T22:19:22.710669,DESKTOP-2188,Service Start/Stop,excel.exe,user87,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
